,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
4563,30-06-2018,Saturday,47,59,8,52,92,promotion
4564,01-07-2018,Sunday,38,56,54,51,25,promotion
4565,02-07-2018,Monday,29,38,33,16,13,none
4566,03-07-2018,Tuesday,36,34,1,41,30,none
4567,04-07-2018,Wednesday,48,22,35,6,93,promotion
4568,05-07-2018,Thursday,34,14,115,19,23,promotion
4569,06-07-2018,Friday,26,31,108,62,74,promotion
4570,07-07-2018,Saturday,11,21,102,55,19,promotion
4571,08-07-2018,Sunday,40,31,93,69,35,promotion
4572,09-07-2018,Monday,9,28,30,21,16,none
4573,10-07-2018,Tuesday,18,35,71,3,91,promotion
4574,11-07-2018,Wednesday,26,30,69,20,12,none
4575,12-07-2018,Thursday,8,3,10,3,18,none
4576,13-07-2018,Friday,30,12,8,48,29,none
4577,14-07-2018,Saturday,40,28,83,64,46,promotion
4578,15-07-2018,Sunday,42,35,109,10,20,promotion
4579,16-07-2018,Monday,21,55,95,12,81,promotion
4580,17-07-2018,Tuesday,34,2,78,7,19,none
4581,18-07-2018,Wednesday,11,52,110,52,89,promotion
4582,19-07-2018,Thursday,13,10,90,19,6,none
4583,20-07-2018,Friday,48,23,104,70,59,promotion
4584,21-07-2018,Saturday,3,24,35,61,82,promotion
4585,22-07-2018,Sunday,33,25,112,3,59,promotion
4586,23-07-2018,Monday,25,4,106,38,47,promotion
4587,24-07-2018,Tuesday,6,34,46,36,28,none
4588,25-07-2018,Wednesday,20,25,21,68,81,promotion
4589,26-07-2018,Thursday,1,28,108,68,86,promotion
4590,27-07-2018,Friday,18,52,89,64,95,promotion
4591,28-07-2018,Saturday,24,13,16,69,61,none
4592,29-07-2018,Sunday,47,40,80,34,2,promotion
4593,30-07-2018,Monday,21,27,86,72,4,promotion
4594,31-07-2018,Tuesday,37,38,44,65,49,promotion
4595,01-08-2018,Wednesday,37,53,56,44,64,promotion
4596,02-08-2018,Thursday,13,32,71,12,73,promotion
4597,03-08-2018,Friday,45,39,31,52,93,promotion
4598,04-08-2018,Saturday,37,29,23,12,15,none
4599,05-08-2018,Sunday,16,37,33,57,81,promotion
4600,06-08-2018,Monday,38,20,114,37,10,promotion
4601,07-08-2018,Tuesday,25,6,19,12,55,none
4602,08-08-2018,Wednesday,46,48,11,15,2,none
4603,09-08-2018,Thursday,21,8,94,24,86,promotion
4604,10-08-2018,Friday,8,16,91,31,8,none
4605,11-08-2018,Saturday,47,35,76,2,9,none
4606,12-08-2018,Sunday,24,14,27,38,55,none
4607,13-08-2018,Monday,21,25,30,43,26,none
4608,14-08-2018,Tuesday,6,54,81,44,90,promotion
4609,15-08-2018,Wednesday,8,56,73,58,35,promotion
4610,16-08-2018,Thursday,37,48,9,33,74,promotion
4611,17-08-2018,Friday,48,44,35,32,60,promotion
4612,18-08-2018,Saturday,10,20,93,10,25,none
4613,19-08-2018,Sunday,6,58,39,8,26,none
4614,20-08-2018,Monday,26,49,105,41,62,promotion
4615,21-08-2018,Tuesday,34,12,1,4,66,none
4616,22-08-2018,Wednesday,21,35,101,61,7,promotion
4617,23-08-2018,Thursday,1,25,27,20,82,none
4618,24-08-2018,Friday,34,22,15,24,91,none
4619,25-08-2018,Saturday,20,50,60,42,49,promotion
4620,26-08-2018,Sunday,10,23,99,52,76,promotion
4621,27-08-2018,Monday,3,57,33,68,71,promotion
4622,28-08-2018,Tuesday,17,34,52,14,3,none
4623,29-08-2018,Wednesday,24,52,104,5,12,none
4624,30-08-2018,Thursday,26,40,101,18,22,promotion
4625,31-08-2018,Friday,43,44,85,9,77,promotion
4626,01-09-2018,Saturday,17,33,58,59,83,promotion
4627,02-09-2018,Sunday,18,19,4,23,45,none
4628,03-09-2018,Monday,41,17,32,5,63,none
4629,04-09-2018,Tuesday,18,6,15,69,88,none
4630,05-09-2018,Wednesday,38,32,2,37,41,none
4631,06-09-2018,Thursday,42,21,96,50,70,promotion
4632,07-09-2018,Friday,39,28,33,64,88,promotion
4633,08-09-2018,Saturday,13,43,119,26,75,promotion
4634,09-09-2018,Sunday,7,22,114,28,67,promotion
4635,10-09-2018,Monday,48,7,98,38,46,promotion
4636,11-09-2018,Tuesday,25,24,12,74,9,none
4637,12-09-2018,Wednesday,34,49,75,55,59,promotion
4638,13-09-2018,Thursday,15,40,115,58,95,promotion
4639,14-09-2018,Friday,6,56,50,44,80,promotion
4640,15-09-2018,Saturday,10,32,13,1,63,none
4641,16-09-2018,Sunday,38,53,67,27,55,promotion
4642,17-09-2018,Monday,39,9,6,72,61,none
4643,18-09-2018,Tuesday,12,57,16,21,89,none
4644,19-09-2018,Wednesday,26,43,24,1,65,none
4645,20-09-2018,Thursday,17,53,51,27,52,none
4646,21-09-2018,Friday,20,36,29,21,98,promotion
4647,22-09-2018,Saturday,24,28,15,6,86,none
4648,23-09-2018,Sunday,49,36,107,70,47,promotion
4649,24-09-2018,Monday,10,2,54,21,49,none
4650,25-09-2018,Tuesday,43,58,64,22,49,promotion
4651,26-09-2018,Wednesday,42,39,21,21,40,none
4652,27-09-2018,Thursday,42,35,105,46,36,promotion
4653,28-09-2018,Friday,40,29,6,45,94,promotion
4654,29-09-2018,Saturday,27,37,52,5,86,promotion
4655,30-09-2018,Sunday,43,23,21,65,26,none
4656,01-10-2018,Monday,12,10,101,55,38,promotion
4657,02-10-2018,Tuesday,8,32,95,37,13,none
4658,03-10-2018,Wednesday,28,47,61,72,58,promotion
4659,04-10-2018,Thursday,33,58,52,25,22,none
4660,05-10-2018,Friday,31,26,66,34,25,none
4661,06-10-2018,Saturday,23,3,38,68,24,none
4662,07-10-2018,Sunday,30,6,87,65,35,promotion
4663,08-10-2018,Monday,33,32,57,41,46,promotion
4664,09-10-2018,Tuesday,3,30,23,7,96,none
4665,10-10-2018,Wednesday,23,41,38,23,69,none
4666,11-10-2018,Thursday,48,25,80,70,64,promotion
4667,12-10-2018,Friday,41,54,21,69,98,promotion
4668,13-10-2018,Saturday,48,49,56,31,71,promotion
4669,14-10-2018,Sunday,25,31,49,16,32,none
4670,15-10-2018,Monday,15,21,48,59,27,none
4671,16-10-2018,Tuesday,3,14,109,22,57,promotion
4672,17-10-2018,Wednesday,4,57,42,44,85,promotion
4673,18-10-2018,Thursday,34,35,75,63,97,promotion
4674,19-10-2018,Friday,43,26,101,51,71,promotion
4675,20-10-2018,Saturday,37,45,100,66,4,promotion
4676,21-10-2018,Sunday,1,6,43,65,81,none
4677,22-10-2018,Monday,25,33,15,60,51,none
4678,23-10-2018,Tuesday,39,42,31,13,64,none
4679,24-10-2018,Wednesday,13,5,48,54,89,promotion
4680,25-10-2018,Thursday,16,36,92,69,7,promotion
4681,26-10-2018,Friday,27,24,65,49,31,none
4682,27-10-2018,Saturday,24,43,99,71,2,promotion
4683,28-10-2018,Sunday,30,59,6,45,98,promotion
4684,29-10-2018,Monday,17,3,59,56,57,none
4685,30-10-2018,Tuesday,19,19,52,31,7,none
4686,31-10-2018,Wednesday,46,11,79,72,25,promotion
4687,01-11-2018,Thursday,34,49,97,60,33,promotion
4688,02-11-2018,Friday,4,49,1,23,72,none
4689,03-11-2018,Saturday,39,28,68,19,3,none
4690,04-11-2018,Sunday,8,29,77,74,75,promotion
4691,05-11-2018,Monday,21,57,90,28,50,promotion
4692,06-11-2018,Tuesday,49,23,32,19,66,none
4693,07-11-2018,Wednesday,25,51,4,23,99,promotion
4694,08-11-2018,Thursday,3,38,108,45,67,promotion
4695,09-11-2018,Friday,11,34,72,50,96,promotion
4696,10-11-2018,Saturday,35,56,93,6,31,promotion
4697,11-11-2018,Sunday,25,10,112,52,60,promotion
4698,12-11-2018,Monday,1,47,53,49,35,none
4699,13-11-2018,Tuesday,7,21,14,28,47,none
4700,14-11-2018,Wednesday,14,44,48,3,94,promotion
4701,15-11-2018,Thursday,39,28,14,49,75,promotion
4702,16-11-2018,Friday,26,49,59,66,62,promotion
4703,17-11-2018,Saturday,28,36,63,32,77,promotion
4704,18-11-2018,Sunday,48,6,104,22,26,promotion
4705,19-11-2018,Monday,6,28,15,72,85,promotion
4706,20-11-2018,Tuesday,46,55,91,47,55,promotion
4707,21-11-2018,Wednesday,42,11,41,58,9,none
4708,22-11-2018,Thursday,24,38,61,10,73,promotion
4709,23-11-2018,Friday,25,38,23,49,31,none
4710,24-11-2018,Saturday,14,34,111,55,74,promotion
4711,25-11-2018,Sunday,22,49,65,28,84,promotion
4712,26-11-2018,Monday,14,24,111,33,16,none
4713,27-11-2018,Tuesday,3,52,28,15,85,none
4714,28-11-2018,Wednesday,42,36,113,8,80,promotion
4715,29-11-2018,Thursday,2,50,4,38,15,none
4716,30-11-2018,Friday,46,37,92,16,20,promotion
4717,01-12-2018,Saturday,1,9,64,16,51,none
4718,02-12-2018,Sunday,15,54,29,32,25,none
4719,03-12-2018,Monday,37,12,17,43,1,none
4720,04-12-2018,Tuesday,8,57,29,52,88,promotion
4721,05-12-2018,Wednesday,49,55,54,16,41,promotion
4722,06-12-2018,Thursday,10,14,116,59,53,promotion
4723,07-12-2018,Friday,45,56,22,39,27,none
4724,08-12-2018,Saturday,5,14,91,36,92,promotion
4725,09-12-2018,Sunday,17,47,106,11,43,promotion
4726,10-12-2018,Monday,17,22,58,42,37,none
4727,11-12-2018,Tuesday,17,32,69,68,72,promotion
4728,12-12-2018,Wednesday,4,17,44,46,64,none
4729,13-12-2018,Thursday,41,53,64,42,76,promotion
4730,14-12-2018,Friday,3,4,77,3,60,none
4731,15-12-2018,Saturday,33,46,53,61,30,promotion
4732,16-12-2018,Sunday,7,25,63,19,59,none
4733,17-12-2018,Monday,22,44,88,28,86,promotion
4734,18-12-2018,Tuesday,29,38,86,65,17,promotion
4735,19-12-2018,Wednesday,23,55,35,24,71,promotion
4736,20-12-2018,Thursday,28,22,7,23,21,none
4737,21-12-2018,Friday,5,22,85,23,25,none
4738,22-12-2018,Saturday,5,12,55,62,36,none
4739,23-12-2018,Sunday,32,43,57,14,81,promotion
4740,24-12-2018,Monday,3,48,38,25,43,none
4741,25-12-2018,Tuesday,26,49,16,38,25,none
4742,26-12-2018,Wednesday,31,14,15,70,48,none
4743,27-12-2018,Thursday,12,33,62,40,28,none
4744,28-12-2018,Friday,11,8,99,61,6,none
4745,29-12-2018,Saturday,3,12,26,63,96,none
4746,30-12-2018,Sunday,12,40,13,48,26,none
4747,31-12-2018,Monday,13,41,69,36,72,promotion
4748,01-01-2019,Tuesday,21,3,106,8,97,promotion
4749,02-01-2019,Wednesday,10,47,59,3,26,none
4750,03-01-2019,Thursday,36,11,14,10,23,none
4751,04-01-2019,Friday,7,50,59,44,16,none
4752,05-01-2019,Saturday,32,24,44,50,48,none
4753,06-01-2019,Sunday,28,32,33,41,16,none
4754,07-01-2019,Monday,11,39,83,57,48,promotion
4755,08-01-2019,Tuesday,49,33,79,53,43,promotion
4756,09-01-2019,Wednesday,9,48,39,67,51,promotion
4757,10-01-2019,Thursday,26,31,63,21,89,promotion
4758,11-01-2019,Friday,38,1,101,52,14,promotion
4759,12-01-2019,Saturday,16,55,41,63,24,none
4760,13-01-2019,Sunday,27,54,91,45,58,promotion
4761,14-01-2019,Monday,6,13,95,5,50,none
4762,15-01-2019,Tuesday,19,22,40,29,53,none
4763,16-01-2019,Wednesday,1,12,60,35,83,none
4764,17-01-2019,Thursday,37,29,1,52,18,none
4765,18-01-2019,Friday,33,11,34,69,9,none
4766,19-01-2019,Saturday,38,24,53,22,22,none
4767,20-01-2019,Sunday,19,14,89,34,14,none
4768,21-01-2019,Monday,14,1,81,35,81,promotion
4769,22-01-2019,Tuesday,20,14,9,35,38,none
4770,23-01-2019,Wednesday,3,17,97,33,57,promotion
4771,24-01-2019,Thursday,48,29,66,3,78,promotion
4772,25-01-2019,Friday,41,22,17,33,34,none
4773,26-01-2019,Saturday,42,13,24,34,76,none
4774,27-01-2019,Sunday,1,38,94,10,65,promotion
4775,28-01-2019,Monday,39,18,8,72,15,none
4776,29-01-2019,Tuesday,1,38,94,24,44,promotion
4777,30-01-2019,Wednesday,10,34,38,72,25,none
4778,31-01-2019,Thursday,4,47,2,12,92,none
4779,01-02-2019,Friday,6,6,49,36,21,none
4780,02-02-2019,Saturday,18,10,57,25,31,none
4781,03-02-2019,Sunday,19,24,42,74,15,none
4782,04-02-2019,Monday,46,21,111,47,45,promotion
4783,05-02-2019,Tuesday,12,28,104,24,95,promotion
4784,06-02-2019,Wednesday,1,30,17,44,17,none
4785,07-02-2019,Thursday,39,24,43,24,1,none
4786,08-02-2019,Friday,45,29,58,7,49,none
4787,09-02-2019,Saturday,42,35,37,21,44,none
4788,10-02-2019,Sunday,18,1,27,47,5,none
4789,11-02-2019,Monday,45,20,33,33,69,none
4790,12-02-2019,Tuesday,19,41,113,43,19,promotion
4791,13-02-2019,Wednesday,7,28,21,20,36,none
4792,14-02-2019,Thursday,16,44,43,65,19,none
4793,15-02-2019,Friday,40,35,62,63,2,promotion
4794,16-02-2019,Saturday,1,46,10,5,60,none
4795,17-02-2019,Sunday,38,15,19,57,34,none
4796,18-02-2019,Monday,37,27,37,32,45,none
4797,19-02-2019,Tuesday,8,51,82,49,85,promotion
4798,20-02-2019,Wednesday,46,17,119,72,92,promotion
4799,21-02-2019,Thursday,12,27,20,50,42,none
4800,22-02-2019,Friday,5,4,73,13,76,none
4801,23-02-2019,Saturday,7,33,63,18,33,none
4802,24-02-2019,Sunday,39,8,26,30,40,none
4803,25-02-2019,Monday,41,36,26,52,8,none
4804,26-02-2019,Tuesday,7,56,12,4,54,none
4805,27-02-2019,Wednesday,17,34,36,31,42,none
4806,28-02-2019,Thursday,35,54,50,46,26,promotion
4807,01-03-2019,Friday,17,54,101,24,63,promotion
4808,02-03-2019,Saturday,33,24,86,19,86,promotion
4809,03-03-2019,Sunday,29,49,16,67,55,promotion
4810,04-03-2019,Monday,37,36,52,21,42,none
4811,05-03-2019,Tuesday,33,4,91,49,33,promotion
4812,06-03-2019,Wednesday,49,39,29,22,10,none
4813,07-03-2019,Thursday,9,1,99,63,42,promotion
4814,08-03-2019,Friday,22,50,19,30,72,none
4815,09-03-2019,Saturday,25,56,95,69,58,promotion
4816,10-03-2019,Sunday,17,39,93,42,50,promotion
4817,11-03-2019,Monday,22,41,106,62,80,promotion
4818,12-03-2019,Tuesday,11,59,25,31,33,none
4819,13-03-2019,Wednesday,33,8,70,3,56,none
4820,14-03-2019,Thursday,9,27,88,9,89,promotion
4821,15-03-2019,Friday,38,19,91,7,15,none
4822,16-03-2019,Saturday,7,13,21,43,85,none
4823,17-03-2019,Sunday,27,7,72,46,25,none
4824,18-03-2019,Monday,43,34,67,52,87,promotion
4825,19-03-2019,Tuesday,28,9,17,37,99,none
4826,20-03-2019,Wednesday,46,37,116,24,55,promotion
4827,21-03-2019,Thursday,26,26,92,1,96,promotion
4828,22-03-2019,Friday,21,6,54,2,3,none
4829,23-03-2019,Saturday,21,28,30,43,51,none
4830,24-03-2019,Sunday,14,25,72,27,57,none
4831,25-03-2019,Monday,35,19,100,49,12,promotion
4832,26-03-2019,Tuesday,5,58,38,49,52,promotion
4833,27-03-2019,Wednesday,49,32,39,73,24,promotion
4834,28-03-2019,Thursday,15,34,11,19,44,none
4835,29-03-2019,Friday,25,52,35,19,60,none
4836,30-03-2019,Saturday,2,34,85,14,57,none
4837,31-03-2019,Sunday,40,27,15,8,4,none
4838,01-04-2019,Monday,44,32,31,4,72,none
4839,02-04-2019,Tuesday,14,15,55,21,10,none
4840,03-04-2019,Wednesday,37,13,90,55,11,promotion
4841,04-04-2019,Thursday,34,36,39,51,95,promotion
4842,05-04-2019,Friday,13,25,97,67,2,promotion
4843,06-04-2019,Saturday,17,9,60,57,21,none
4844,07-04-2019,Sunday,6,56,98,58,83,promotion
4845,08-04-2019,Monday,34,10,57,13,46,none
4846,09-04-2019,Tuesday,32,53,20,41,38,none
4847,10-04-2019,Wednesday,9,40,84,58,24,promotion
4848,11-04-2019,Thursday,34,12,30,20,63,none
4849,12-04-2019,Friday,1,13,102,67,45,promotion
4850,13-04-2019,Saturday,33,18,2,69,58,none
4851,14-04-2019,Sunday,32,36,54,23,91,promotion
4852,15-04-2019,Monday,3,33,73,42,45,none
4853,16-04-2019,Tuesday,43,1,5,61,70,none
4854,17-04-2019,Wednesday,28,47,38,13,46,none
4855,18-04-2019,Thursday,17,12,52,66,21,none
4856,19-04-2019,Friday,24,20,103,19,50,promotion
4857,20-04-2019,Saturday,3,25,90,4,71,none
4858,21-04-2019,Sunday,8,12,90,64,52,promotion
4859,22-04-2019,Monday,38,52,119,22,70,promotion
4860,23-04-2019,Tuesday,46,29,38,40,14,none
4861,24-04-2019,Wednesday,21,18,61,9,4,none
4862,25-04-2019,Thursday,1,5,103,66,97,promotion
4863,26-04-2019,Friday,8,58,117,42,54,promotion
4864,27-04-2019,Saturday,26,23,24,33,29,none
4865,28-04-2019,Sunday,25,23,114,55,50,promotion
4866,29-04-2019,Monday,2,55,56,49,25,none
4867,30-04-2019,Tuesday,36,2,78,19,56,none
4868,01-05-2019,Wednesday,31,46,115,32,61,promotion
4869,02-05-2019,Thursday,35,2,33,52,63,none
4870,03-05-2019,Friday,29,9,21,61,60,none
4871,04-05-2019,Saturday,35,24,29,16,46,none
4872,05-05-2019,Sunday,22,48,114,21,28,promotion
4873,06-05-2019,Monday,24,17,38,18,59,none
4874,07-05-2019,Tuesday,18,39,71,40,3,none
4875,08-05-2019,Wednesday,6,23,116,67,46,promotion
4876,09-05-2019,Thursday,4,12,65,63,98,promotion
4877,10-05-2019,Friday,26,45,102,13,20,promotion
4878,11-05-2019,Saturday,22,29,82,48,81,promotion
4879,12-05-2019,Sunday,7,36,81,35,78,promotion
4880,13-05-2019,Monday,20,13,86,20,81,promotion
4881,14-05-2019,Tuesday,23,4,74,49,34,none
4882,15-05-2019,Wednesday,24,43,117,10,56,promotion
4883,16-05-2019,Thursday,22,13,108,28,52,promotion
4884,17-05-2019,Friday,13,57,67,70,46,promotion
4885,18-05-2019,Saturday,23,3,2,38,7,none
4886,19-05-2019,Sunday,11,12,2,63,93,none
4887,20-05-2019,Monday,15,9,104,25,65,promotion
4888,21-05-2019,Tuesday,45,2,87,58,31,promotion
4889,22-05-2019,Wednesday,42,20,21,11,54,none
4890,23-05-2019,Thursday,6,37,75,9,46,none
4891,24-05-2019,Friday,40,53,109,4,73,promotion
4892,25-05-2019,Saturday,11,31,10,29,69,none
4893,26-05-2019,Sunday,27,20,5,54,74,none
4894,27-05-2019,Monday,27,20,46,39,20,none
4895,28-05-2019,Tuesday,20,36,56,26,72,promotion
4896,29-05-2019,Wednesday,47,53,88,37,38,promotion
4897,30-05-2019,Thursday,17,8,64,9,86,none
4898,31-05-2019,Friday,2,11,113,57,54,promotion
4899,01-06-2019,Saturday,20,46,73,11,19,none
4900,02-06-2019,Sunday,15,58,17,37,36,none
4901,03-06-2019,Monday,10,29,35,40,91,promotion
4902,04-06-2019,Tuesday,45,36,46,29,42,none
4903,05-06-2019,Wednesday,36,51,31,50,65,promotion
4904,06-06-2019,Thursday,36,48,9,34,3,none
4905,07-06-2019,Friday,9,50,36,44,96,promotion
4906,08-06-2019,Saturday,27,51,59,29,34,none
4907,09-06-2019,Sunday,41,4,61,66,71,promotion
4908,10-06-2019,Monday,46,10,93,47,78,promotion
4909,11-06-2019,Tuesday,14,43,55,31,34,none
4910,12-06-2019,Wednesday,26,19,24,66,64,none
4911,13-06-2019,Thursday,45,55,6,33,25,none
4912,14-06-2019,Friday,15,6,100,11,99,promotion
4913,15-06-2019,Saturday,49,27,93,14,85,promotion
4914,16-06-2019,Sunday,14,56,77,11,17,none
4915,17-06-2019,Monday,7,16,37,61,15,none
4916,18-06-2019,Tuesday,44,23,91,62,15,promotion
4917,19-06-2019,Wednesday,9,56,21,22,85,none
4918,20-06-2019,Thursday,39,14,100,49,13,promotion
4919,21-06-2019,Friday,15,18,88,36,21,none
4920,22-06-2019,Saturday,47,44,67,17,17,none
4921,23-06-2019,Sunday,29,58,75,10,93,promotion
4922,24-06-2019,Monday,30,35,5,13,15,none
4923,25-06-2019,Tuesday,32,15,114,15,38,promotion
4924,26-06-2019,Wednesday,31,11,100,45,22,promotion
4925,27-06-2019,Thursday,9,4,36,14,10,none
4926,28-06-2019,Friday,44,9,52,11,61,none
4927,29-06-2019,Saturday,3,28,19,27,23,none
4928,30-06-2019,Sunday,16,2,19,63,87,none
4929,01-07-2019,Monday,29,40,27,1,7,none
4930,02-07-2019,Tuesday,35,51,59,72,90,promotion
4931,03-07-2019,Wednesday,38,45,107,46,71,promotion
4932,04-07-2019,Thursday,43,19,34,52,17,none
4933,05-07-2019,Friday,39,56,40,53,74,promotion
4934,06-07-2019,Saturday,38,9,84,70,57,promotion
4935,07-07-2019,Sunday,25,1,84,12,70,none
4936,08-07-2019,Monday,6,52,5,66,37,none
4937,09-07-2019,Tuesday,15,13,15,51,34,none
4938,10-07-2019,Wednesday,35,42,76,30,22,promotion
4939,11-07-2019,Thursday,12,12,102,62,59,promotion
4940,12-07-2019,Friday,17,11,86,9,91,promotion
4941,13-07-2019,Saturday,32,45,6,28,59,none
4942,14-07-2019,Sunday,13,43,106,33,68,promotion
4943,15-07-2019,Monday,1,7,15,46,74,none
4944,16-07-2019,Tuesday,35,23,71,47,64,promotion
4945,17-07-2019,Wednesday,1,45,79,54,73,promotion
4946,18-07-2019,Thursday,17,8,7,53,69,none
4947,19-07-2019,Friday,5,13,75,48,6,none
4948,20-07-2019,Saturday,37,21,18,69,80,promotion
4949,21-07-2019,Sunday,4,42,110,11,40,promotion
4950,22-07-2019,Monday,6,30,88,44,4,none
4951,23-07-2019,Tuesday,31,37,67,1,45,none
4952,24-07-2019,Wednesday,43,4,87,54,17,promotion
4953,25-07-2019,Thursday,21,57,61,26,35,none
4954,26-07-2019,Friday,49,45,19,5,32,none
4955,27-07-2019,Saturday,46,8,81,7,74,promotion
4956,28-07-2019,Sunday,16,14,49,27,48,none
4957,29-07-2019,Monday,38,58,67,6,37,promotion
4958,30-07-2019,Tuesday,42,19,73,49,31,promotion
4959,31-07-2019,Wednesday,29,25,86,53,10,promotion
4960,01-08-2019,Thursday,28,58,100,43,39,promotion
4961,02-08-2019,Friday,46,34,12,59,33,none
4962,03-08-2019,Saturday,34,35,42,17,3,none
4963,04-08-2019,Sunday,12,45,80,59,58,promotion
4964,05-08-2019,Monday,28,22,52,19,12,none
4965,06-08-2019,Tuesday,35,36,21,64,55,promotion
4966,07-08-2019,Wednesday,25,29,117,63,89,promotion
4967,08-08-2019,Thursday,14,50,87,10,89,promotion
4968,09-08-2019,Friday,8,39,102,42,60,promotion
4969,10-08-2019,Saturday,25,45,90,3,56,promotion
4970,11-08-2019,Sunday,2,28,72,73,42,promotion
4971,12-08-2019,Monday,36,31,89,22,28,promotion
4972,13-08-2019,Tuesday,19,28,109,28,78,promotion
4973,14-08-2019,Wednesday,47,2,44,40,44,none
4974,15-08-2019,Thursday,41,9,16,45,48,none
4975,16-08-2019,Friday,2,54,112,8,69,promotion
4976,17-08-2019,Saturday,43,26,76,63,19,promotion
4977,18-08-2019,Sunday,28,30,24,68,70,promotion
4978,19-08-2019,Monday,16,16,43,36,7,none
4979,20-08-2019,Tuesday,16,4,90,25,77,promotion
4980,21-08-2019,Wednesday,42,52,97,18,44,promotion
4981,22-08-2019,Thursday,14,24,118,42,75,promotion
4982,23-08-2019,Friday,7,32,88,26,48,promotion
4983,24-08-2019,Saturday,33,55,104,17,57,promotion
4984,25-08-2019,Sunday,29,37,111,12,99,promotion
4985,26-08-2019,Monday,7,22,19,53,34,none
4986,27-08-2019,Tuesday,15,22,110,1,84,promotion
4987,28-08-2019,Wednesday,32,3,46,51,19,none
4988,29-08-2019,Thursday,7,52,36,49,14,none
4989,30-08-2019,Friday,34,32,34,3,54,none
4990,31-08-2019,Saturday,47,9,50,36,18,none
4991,01-09-2019,Sunday,27,6,45,66,63,promotion
4992,02-09-2019,Monday,33,58,76,1,54,promotion
4993,03-09-2019,Tuesday,47,52,62,46,2,promotion
4994,04-09-2019,Wednesday,32,13,44,22,75,none
4995,05-09-2019,Thursday,8,37,35,11,12,none
4996,06-09-2019,Friday,40,11,28,71,17,none
4997,07-09-2019,Saturday,2,58,15,53,48,none
4998,08-09-2019,Sunday,6,39,4,44,22,none
4999,09-09-2019,Monday,38,51,73,70,20,promotion
5000,10-09-2019,Tuesday,28,41,66,35,63,promotion
5001,11-09-2019,Wednesday,39,12,9,10,96,none
5002,12-09-2019,Thursday,46,43,80,29,51,promotion
5003,13-09-2019,Friday,24,30,78,42,74,promotion
5004,14-09-2019,Saturday,13,38,55,4,38,none
5005,15-09-2019,Sunday,10,54,46,3,46,none
5006,16-09-2019,Monday,30,41,67,71,87,promotion
5007,17-09-2019,Tuesday,30,45,53,6,84,promotion
5008,18-09-2019,Wednesday,14,10,73,56,1,none
5009,19-09-2019,Thursday,24,42,105,46,7,promotion
5010,20-09-2019,Friday,25,25,59,67,3,none
5011,21-09-2019,Saturday,10,44,84,7,43,none
5012,22-09-2019,Sunday,5,40,13,69,49,none
5013,23-09-2019,Monday,38,34,19,14,66,none
5014,24-09-2019,Tuesday,12,10,49,19,74,none
5015,25-09-2019,Wednesday,23,7,92,35,50,promotion
5016,26-09-2019,Thursday,25,25,92,53,88,promotion
